laptop_name,brand_name,hard_disc_size,disc-tech,RAM,screen_size,CPU,price_in_₸
 Asus ExpertBook B1 B1500CBA,Asus,256,SSD,8,15.6,Core i3-1215U 1.2 ГГц,282235.0
 HP 15s-fq5073ci,HP,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,283490.0
 Lenovo V15 Gen 3,Lenovo,512,SSD,8,15.6,Core i3-1215U 1.2 ГГц,283500.0
 Acer Aspire A315-56,Acer,256,SSD,4,15.6,Core i3-1005G1 1.2 ГГц,284050.0
 Lenovo IdeaPad 3 15IIL05,Lenovo,256,SSD,4,15.6,Core i5-1035G4 1.1 ГГц,284704.0
 Lenovo IdeaPad 3 Gen 7,Lenovo,256,SSD,8,15.6,Ryzen 7-5825U 2.0 ГГц,284816.0
 Asus Vivobook 16 X1605ZA-MB024W,Asus,512,SSD,8,16.0,Core i3-1215U 1.2 ГГц,285598.0
 Lenovo IdeaPad 3 15ITL6,Lenovo,512,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,285700.0
 Asus Vivobook Go 15 E1504FA-L1285,Asus,512,SSD,8,15.6,Ryzen 5-7520U 2.8 ГГц,285742.0
 Lenovo V15 ADA,Lenovo,256,SSD,4,15.6,Athlon 3150U 2.4 ГГц,286600.0
 Lenovo Ideapad S145,Lenovo,1024,HDD,4,15.6,Core i3-7020U 2.3 ГГц,287400.0
 HP 14s-dq5008ci,HP,256,SSD,8,14.0,Core i3-1215U 1.2 ГГц,287690.0
 Lenovo IdeaPad 3 15ALC6,Lenovo,1000,HDD,8,15.6,Ryzen 5-5500U 2.1 ГГц,288000.0
 Asus VivoBook 16 M1605YA-MB006,Asus,512,SSD,8,16.0,Ryzen 5-7530U 2.0 ГГц,288382.0
 Lenovo IdeaPad 3 15IIL05,Lenovo,256,SSD,4,15.6,Core i5-1035G1 1.0 ГГц,289392.0
 Lenovo IdeaPad 3 Gen 5,Lenovo,256,SSD,8,15.6,Core i3-1005G1 1.2 ГГц,289600.0
 HP 15s-fq5035ci,HP,512,SSD,8,15.6,Core i3-1215U 1.2 ГГц,289695.0
 Dell Vostro 3500,Dell,256,SSD,4,15.6,Core i3-1115G4 3.0 ГГц,289800.0
 Lenovo V14 G1 IML 256 GB,Lenovo,256,SSD,4,14.0,Core i3-10110U 2.1 ГГц,290100.0
 HP 250 G8,HP,256,SSD,8,15.6,Core i3-1005G1 1.2 ГГц,290300.0
 HP 255 G8,HP,256,SSD,8,15.6,Athlon 3150U 2.4 ГГц,290300.0
 Asus Vivobook 15 X1504ZA-BQ440,Asus,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,291430.0
 Lenovo IdeaPad 3 15ALC6,Lenovo,1000,HDD,4,15.6,Ryzen 3-5300U 2.6 ГГц,291700.0
 Dell Vostro 3520,Dell,256,SSD,8,15.6,Core i5-1235U 1.3 ГГц,291760.0
 Dell Latitude 7490,Dell,256,SSD,16,14.0,Core i7-8650U 1.9 ГГц,292500.0
 HP 15s-eq3079ci,HP,512,SSD,8,15.6,Ryzen 5-5625U 2.3 ГГц,293990.0
 HP 250 G8,HP,256,SSD,8,15.6,Core i3-1005G1 1.2 ГГц,293990.0
 Lenovo V15 G3 IAP,Lenovo,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,295625.0
 Lenovo IdeaPad 3 15IGL05,Lenovo,256,SSD,8,15.6,Pentium N5030 1.1 ГГц,296600.0
 HP Europe 250 G8,HP,256,SSD,4,15.6,Core i5-1035G1 1.0 ГГц,296900.0
 HP Europe 250 G8,HP,256,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,296900.0
 Lenovo V15 G2 ALC,Lenovo,256,SSD,8,15.6,Ryzen 5-5500U 2.1 ГГц,298100.0
 Lenovo ThinkPad T460S,Lenovo,512,SSD,8,14.0,Core i7-6600U - 2.6 ГГц,298900.0
 Lenovo ThinkPad P50 8 Gb,Lenovo,256,SSD,8,15.0,Core i7-6820HQ - 2.7 ГГц,299900.0
 HP 15-db1021ur,HP,256,SSD,8,15.6,Ryzen 3 3200U 2600 МГц,300500.0
 Lenovo ThinkPad P50,Lenovo,256,SSD,16,15.0,Core i7-6820HQ 2.7 ГГц,301900.0
 Asus ExpertBook L1 L1500CDA,Asus,512,SSD,8,15.6,Ryzen 3-3250U 2.6 ГГц,302954.0
 Dell Vostro 3520,Dell,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,303010.0
 HP Laptop 15-DW1046UR,HP,256,SSD,8,15.6,Pentium Gold-6405U 2.4 ГГц,303100.0
 Lenovo ThinkPad T580,Lenovo,256,SSD,8,15.6,Core i5- 8350U 1.7 ГГц,303500.0
 HP 15-db1240ur,HP,256,SSD,4,15.6,Ryzen 3-3200U 2.6 ГГц,304000.0
 Asus Vivobook 15 X1504VA-BQ285W,Asus,512,SSD,8,15.6,Core i3-1315U 1.2 ГГц,304294.0
 HP 15s-fq5038ci,HP,512,SSD,8,15.6,Core i3-1225U 1.2 ГГц,304385.0
 HP 17-cn2037ci,HP,512,SSD,8,17.3,Core i5-1235U 1.3 ГГц,304490.0
 HP 15s-fq5032ci,HP,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,304490.0
 Lenovo V15 G2 ITL,Lenovo,1000,HDD,8,15.6,Core i3-1115G4 3.0 ГГц,304600.0
 Lenovo V15 G2 ALC ,Lenovo,256,SSD,8,15.6,Ryzen R5-5500U 2.1 ГГц,305300.0
 Asus ExpertBook B1 B1502CBA-BQ0393,Asus,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,305690.0
 Asus ExpertBook B1 B1402CBA-EB0564,Asus,512,SSD,8,14.0,Core i5-1235U 1.3 ГГц,305690.0
 HP 250 G8,HP,256,SSD,8,15.6,Core i3-1115G4 1.7 ГГц,306500.0
 Lenovo ThinkPad T480,Lenovo,512,SSD,16,14.0,Core i5-8250U 1.6 ГГц,307900.0
 Lenovo IdeaPad 3 Gen 7,Lenovo,256,SSD,8,15.6,Ryzen 5 5625U 2.3 ГГц,309000.0
 Dell Vostro 3515,Dell,256,SSD,8,15.6,Ryzen 3-3250U 2.6 ГГц,309000.0
 Lenovo IdeaPad 3 15IAU7,Lenovo,256,SSD,8,15.6,Core i3-1215U 3.3 ГГц,310600.0
 Lenovo ThinkBook 15 G2 ITL,Lenovo,256,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,310800.0
 Lenovo V15 G2 ALC,Lenovo,512,SSD,8,15.6,Ryzen 3-5300U 2.6 ГГц,311100.0
 HP 245 G9,HP,256,SSD,8,14.0,Ryzen 5-5625U 2.3 ГГц,311850.0
 HP 255 G9,HP,256,SSD,8,15.6,Ryzen 5 5625U 2.3 ГГц,311850.0
 HP 240 G8,HP,256,SSD,8,14.0,Core i5-1035G1 1.0 ГГц,311900.0
 Lenovo IdeaPad L3 15ITL6,Lenovo,256,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,312200.0
 HP Europe 255 G8,HP,256,SSD,4,15.6,Ryzen 3-3250U 2.6 ГГц,313500.0
 Lenovo V15 IML,Lenovo,256,SSD,4,15.6,Core i3-10110U 2.1 ГГц,313500.0
 HP 15-dw1003ur,HP,256,SSD,4,15.6,Core i3-10110U,313700.0
 Dell Vostro 3520,Dell,512,SSD,16,15.6,Core i5-1235U 1.3 ГГц,314130.0
 HP 15s-fq5039c,HP,256,SSD,8,15.6,Core i3-1215U 1.2 ГГц,314990.0
 Dell Vostro 3510,Dell,256,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,316876.0
 Lenovo IdeaPad 3 15ALC6,Lenovo,512,HDD,8,15.6,Ryzen 5-5500U 2.1 ГГц,318300.0
 HP 255 G8,HP,256,SSD,8,15.6,Ryzen 5-5500U 2.1 ГГц,318500.0
 Lenovo IdeaPad Slim 3 15IRH8,Lenovo,512,SSD,16,15.6,Core i7-13620H 2.4 ГГц,318854.0
 Dell Vostro 3510,Dell,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,319800.0
 Lenovo V155-15API 8 GB,Lenovo,256,SSD,8,15.6,Ryzen 3 3200U,320000.0
 Lenovo IdeaPad S145-15IIL,Lenovo,256,SSD,4,15.6,Core i3 1005G1 1200 МГц,320000.0
 Lenovo IdeaPad IP3 15ARE05,Lenovo,256,SSD,4,15.6,Ryzen 3 4300U 2700 МГц,320000.0
 HP Europe 240 G8,HP,256,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,320513.0
 HP Europe Probook 450 G8,HP,256,SSD,4,15.6,Core i3-1115G4 1.7 ГГц,320900.0
 HP 17-ca2036ur,HP,512,SSD,8,17.3,Ryzen 3 3250U 2600 МГц,321500.0
 Lenovo Ideapad 3,Lenovo,256,SSD,4,15.6,Ryzen 3-3250U 2.6 ГГц,321500.0
 Dell Inspiron 3501,Dell,1000,HDD,4,15.6,Core i3 1005G1 1.2 ГГц,321500.0
 Lenovo IdeaPad 3 14ADA05,Lenovo,512,HDD,8,14.0,Ryzen 5-3500U 2.1 ГГц,321900.0
 HP 255 G8,HP,256,SSD,8,15.6,Ryzen 3 5300U 2.6 ГГц,323000.0
 Lenovo V15 G2 ALC ,Lenovo,512,SSD,8,15.6,Ryzen R5-5500U 2.1 ГГц,324100.0
 Huawei MateBook D15,Huawei,512,SSD,8,15.6,Core i5-1155G7 2.5 ГГц,325500.0
 Lenovo IdeaPad 3 15IAU7,Lenovo,256,SSD,8,15.6,Core i3-1215U 3.3 ГГц,325800.0
 Lenovo 82H800LARK,Lenovo,256,SSD,8,15.6,Core i3 1115G4,326200.0
 HP 255 G8,HP,1024,HDD,8,15.6,Ryzen 3 5300U 2.6 ГГц,326288.0
 MSI Modern 15 B12MO-692XKZ,MSI,512,SSD,16,15.6,Core i5-1235U 1.3 ГГц,326550.0
 Dell Vostro 3520,Dell,256,SSD,8,15.6,Core i3-1215U 1.2 ГГц,326680.0
 MSI 9S7-14D334-889,MSI,256,SSD,8,14.0,1115G4,327300.0
 Asus ExpertBook B1 B1400CEAE-EB6271,Asus,256,SSD,8,14.0,Core i3-1115G4 3.0 ГГц,327731.0
 Dell Precision 5510,Dell,512,SSD,32,15.0,Core i7-6820HQ 2.7 ГГц,327900.0
 HP 250 G8,HP,256,SSD,8,15.6,Core i3-1005G1 1.2 ГГц,329175.0
 Asus ExpertBook B1 B1400CEAE-EB2898,Asus,512,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,329332.0
 Dell Vostro 3400,Dell,256,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,329900.0
 Lenovo ThinkPad T495s,Lenovo,250,SSD,8,14.0,Ryzen 5-3500U 2.1 ГГц,329900.0
 HP ProBook 440 G9,HP,256,SSD,8,14.0,Core i3-1215U 4.4 ГГц,329900.0
 Dell Latitude 7390 2-in-1,Dell,512,SSD,16,13.0,Core i7-8650U 1.9 ГГц,329900.0
 Lenovo ThinkBook 15 G3,Lenovo,256,SSD,8,15.6,Ryzen 3-5300U 2.6 ГГц,329900.0
 HP EliteBook x360 1030 G2,HP,512,SSD,8,13.3,Core i5-7300U 2.6ГГц,329900.0
 Lenovo V15 Gen 3,Lenovo,512,SSD,8,15.6,Core i7-1255U 1.7 ГГц,330680.0
 Asus ExpertBook B1 B1402CBA-EB0563X,Asus,256,SSD,8,14.0,Core i3-1215U 1.2 ГГц,330685.0
 Dell Vostro 3420,Dell,256,SSD,8,14.0,Core i3-1215U 1.2 ГГц,330931.0
 Lenovo IdeaPad IP3 17ADA05,Lenovo,256,SSD,8,17.3,Ryzen 3-3250U 2.6 ГГц,331800.0
 Lenovo 82RK00EYRK,Lenovo,512,SSD,8,15.6,Core i3 1215U,332800.0
 Lenovo IdeaPad 3 15IAU7,Lenovo,512,SSD,8,15.6,Core i3-1215U 1.2 ГГц,332900.0
 Lenovo IdeaPad 3 15ITL6,Lenovo,256,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,332900.0
 HP EliteBook Folio 1040 G3,HP,250,SSD,8,14.0,"Core i7-6600U - 2,6 ГГц",332900.0
 HP 250 G8,HP,256,SSD,8,15.6,Core i3-1005G1 1.2 ГГц,334400.0
 Lenovo IdeaPad L340-15API Ryzen 5 3500U,Lenovo,256,SSD,4,15.6,Ryzen 5 3500U (4x2100 МГц),334400.0
 HP 17-by4008ur,HP,256,SSD,8,17.3,Core i3 1115G4 3000 МГц,334400.0
 Lenovo IdeaPad Slim 3 15IRH8,Lenovo,1024,SSD,16,15.6,Core i7-13620H 2.4 ГГц,334783.0
 HP 470 G9,HP,256,SSD,8,17.3,Core i3-1215U 1.2 ГГц,334950.0
 Dell Vostro 3510,Dell,512,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,335804.0
 HP Europe 240 G8,HP,256,SSD,8,14.0,Core i5-1115G4 3.0 ГГц,336000.0
 Asus ExpertBook B1 B1400CBA,Asus,512,SSD,8,14.0,Core i5-1235U 1.3 ГГц,336354.0
 Lenovo ThinkBook 14 Gen 4 ,Lenovo,512,SSD,8,14.0,Core i5-1235U 0.9 ГГц,336500.0
 Asus ExpertBook B1 B1502CBA,Asus,256,SSD,8,15.6,Core i3-1215U 1.2 ГГц,336756.0
 Lenovo V15 G3 IAP,Lenovo,256,SSD,8,15.6,Core i5-1235U 1.3 ГГц,337500.0
 Asus ExpertBook P1512CEA-BQ0048X,Asus,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,337568.0
 HP 255 G8,HP,256,SSD,8,15.6,Ryzen 3-3250U 2.6 ГГц,337700.0
 HP 250 G9,HP,256,SSD,8,15.6,Core i5-1235U 1.3 ГГц,337838.0
 HP Europe 240 G8,HP,256,SSD,8,14.0,Core i5-1035G1 1.0 ГГц,337900.0
 Lenovo 82RN00CKRK,Lenovo,512,SSD,8,15.6,Ryzen 5 5625U,338400.0
 Lenovo IdeaPad 3 15ALC6,Lenovo,1000,HDD,8,15.6,Ryzen 5-5500U 2.1 ГГц,338400.0
 Dell Latitude 3410 (210-AVKY),Dell,1024,SSD,4,14.0,Core i3-10110U,338400.0
 HP ProBook 440 G9,HP,256,SSD,8,14.0,Core i3-1215U 1.2 ГГц,340425.0
 Lenovo V15 G2 ITL,Lenovo,256,SSD,4,15.6,Core i3-1115G4 3.0 ГГц,340500.0
 Dell Vostro 3520,Dell,512,SSD,8,15.6,Core i3-1215U 1.2 ГГц,341230.0
 Lenovo IdeaPad 3 15ADA6,Lenovo,512,HDD,8,15.6,Ryzen 7-3700U 2.3 ГГц,341400.0
 Dell Vostro 3520,Dell,256,SSD,8,15.6,Core i5-1235U 1.3 ГГц,341730.0
 HP 240 G9,HP,512,SSD,8,14.0,Core i5-1235U 1.3 ГГц,342869.0
 Dell Vostro 3515,Dell,512,SSD,8,15.6,Ryzen 7-3700U 2.3 ГГц,343533.0
 HP 250 G8,HP,512,SSD,8,15.6,Core i3-1005G1 1.2 ГГц,343613.0
 HP 250 G8,HP,512,SSD,16,15.6,Core i3-1005G1 1.2 ГГц,343700.0
 Dell XPS 13 9365,Dell,256,SSD,16,13.0,Core i7-7Y75 - 1.3 ГГц,343900.0
 Dell Vostro 3420,Dell,512,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,344200.0
 HP 15s-fq5033ci,HP,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,344295.0
 Lenovo IdeaPad L3 15ITL6,Lenovo,1000,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,344500.0
 Dell Vostro 3501,Dell,256,SSD,4,15.6,Core i3-1005G1 1.2 ГГц,344900.0
 Lenovo 20VG0077RU,Lenovo,256,SSD,4,15.6,4500U,345300.0
 MSI Modern 15 B7M-274XKZ,MSI,512,SSD,16,15.6,Ryzen 7-7730U 2.0 ГГц,346143.0
 HP 15s-eq3077ci,HP,512,SSD,8,15.6,Ryzen 7-5825U 2.0 ГГц,346490.0
 Lenovo ThinkBook E15 G2,Lenovo,256,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,346640.0
 Lenovo ThinkBook 15 Gen 2,Lenovo,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,347221.0
 HP 250 G8 ,HP,256,SSD,8,15.6,Core i3-1005G1 1.2 ГГц,348200.0
 Asus ExpertBook B1 B1400CBA-EB1746,Asus,512,SSD,8,14.0,Core i5-1235U 1.3 ГГц,348205.0
 HP Europe 240 G8,HP,256,SSD,8,14.0,Core i3-1005G1 1.2 ГГц,348300.0
 HP ProBook 440 G8,HP,256,SSD,8,14.0,Core i3-1115G4 3.0 ГГц,348600.0
 Dell Vostro 3510,Dell,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,348774.0
 Lenovo IdeaPad 3 15IAU7,Lenovo,512,SSD,8,15.6,Core i3-1215U 3.3 ГГц,349700.0
 HP 255 G7,HP,256,SSD,8,15.6,Ryzen 3-3200U 2.6 ГГц,349700.0
 Dell Precision 3520,Dell,256,SSD,16,15.6,Core i7-7820HQ 2.9 ГГц,350900.0
 Lenovo ThinkPad P50,Lenovo,512,SSD,16,15.0,Core i7-6820HQ 2.7 ГГц,350900.0
 Dell Vostro 3515,Dell,512,SSD,8,15.6,Ryzen 7-3700U 2.3 ГГц,351500.0
 Dell Vostro 3500,Dell,256,HDD,8,15.6,Core i3-1115G4 3.0 ГГц,352700.0
 Lenovo S145-15IWL,Lenovo,1000,HDD,8,15.6,Core i5 8265U 1.6 ГГц,352700.0
 Lenovo IdeaPad 3 15ALC6,Lenovo,256,SSD,8,15.6,Ryzen 5-5500U 2.1 ГГц,352800.0
 HP 15s-eq3064ci,HP,512,SSD,8,15.6,Ryzen 5-5625U 2.1 ГГц,353000.0
 HP 250 G8,HP,256,SSD,8,15.6,Core i3-1005G1 1.2 ГГц,353700.0
 Lenovo IdeaPad 3 15ITL6,Lenovo,512,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,355200.0
 HP 250 G8,HP,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,356200.0
 Asus ExpertBook B1 B1502CVA-BQ0343,Asus,512,SSD,8,15.6,Core i5-1335U 1.3 ГГц,356569.0
 Dell Latitude 3410,Dell,1000,HDD,4,14.0,Core i3 10110U 2.1 ГГц,356800.0
 Lenovo ThinkBook 15 G2 ITL,Lenovo,512,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,357700.0
 Dell Inspiron 15 3505,Dell,256,SSD,8,15.6,Ryzen 5-3450U 2.1 ГГц,358000.0
 HP ProBook 455 G8,HP,256,SSD,8,15.6,Ryzen 3 5400U 2.6 ГГц,358500.0
 HP Europe 250 G8,HP,1000,HDD,8,15.6,Core i5-1035G1 1.0 ГГц,359400.0
 Lenovo V15 G2 ALC ,Lenovo,512,SSD,8,15.6,Ryzen 7-5700U 1.8 ГГц,359700.0
 Lenovo ThinkPad P50,Lenovo,256,SSD,24,15.0,Core i7-6820HQ 2.7 ГГц,360900.0
 HP 250 G8,HP,512,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,360938.0
 HP Pavilion 15-eh2043ci,HP,512,SSD,8,15.6,Ryzen 5-5625U 2.3 ГГц,361190.0
 Dell Vostro 3515,Dell,512,SSD,8,15.6,Ryzen 5-3450U 2.1 ГГц,361500.0
 HP Pavilion 15-eh0002ur,HP,256,SSD,4,15.6,Ryzen 3-4300U 2.7 ГГц,361500.0
 Asus ExpertBook B1 B1500CBA-BQ0499,Asus,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,362660.0
 HP 470 G8,HP,256,SSD,8,17.3,Core i3-1125G4 2.0 ГГц,362800.0
 Dell Vostro 3420,Dell,256,SSD,8,14.0,Core i3-1215U 1.2 ГГц,362900.0
 Lenovo 82H802NHRK,Lenovo,512,SSD,8,15.6,Core i3 1115G4,362900.0
 HP 255 G8,HP,256,SSD,8,15.6,Ryzen 5-3500U 2.1 ГГц,362900.0
 Asus Laptop X409FA-BV611T,Asus,256,SSD,4,14.0,Core i3-10110U 2.1 ГГц,363100.0
 Dell Vostro 3520,Dell,256,SSD,8,15.6,Core i5-1235U 1.3 ГГц,363110.0
 Lenovo V14 Gen 2,Lenovo,512,SSD,4,14.0,Core i3-1115G4 3.0 ГГц,363600.0
 HP ENVY 13-ba1023ur,HP,256,SSD,8,13.3,Core i5-1135G7 2.4 ГГц,363603.0
 Lenovo IdeaPad 3 15ABA7,Lenovo,512,SSD,8,15.6,Ryzen 5 5625U 2.3 ГГц,363700.0
 HP 255 G7,HP,256,SSD,8,15.6,Ryzen 3-3200U 2.6 ГГц,363800.0
 HP 240 G9,HP,512,SSD,8,14.0,Core i5-1235U 1.3 ГГц,363825.0
 Dell Latitude 7480,Dell,512,SSD,16,14.0,Core i7-7600U 2.5 ГГц,364000.0
 HP 250 G8,HP,256,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,364400.0
 HP ProBook 440 G9,HP,512,SSD,16,14.0,Core i3-1215U 1.2 ГГц,364900.0
 HP 240 G8,HP,256,SSD,8,14.0,Core i3-1115G4 3.0 ГГц,365000.0
 HP 255 G8,HP,256,SSD,8,15.6,Ryzen 5-3500U 2.1 ГГц,365100.0
 Dell Vostro 3510,Dell,256,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,365600.0
 Dell Latitude 3190 8 GB,Dell,128,SSD,8,11.6,Pentium N5030,365800.0
 Lenovo IP L340-15API Ryzen 5 ,Lenovo,128,SSD,4,15.6,Ryzen 5 3500U,365800.0
 Lenovo 82KB003CRU,Lenovo,512,SSD,8,15.6,Core i5-1135G7,366200.0
 HP 250 G8,HP,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,366500.0
 Lenovo IdeaPad 3 15IAU7,Lenovo,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,366900.0
 HP Europe 250 G8,HP,1000,HDD,8,15.6,Core i5-1035G1 1.0 ГГц,367100.0
 HP 15s-fq2035ur,HP,512,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,367395.0
 HP 250 G9,HP,256,SSD,8,15.6,Core i3-1215U 1.2 ГГц,367490.0
 HP Pavilion 14-ec0002ur,HP,512,SSD,8,14.0,Ryzen 5-5500U 2.1 ГГц,367490.0
 HP EliteBook 630 G9,HP,256,SSD,8,13.3,Core i3-1215U 1.2 ГГц,367600.0
 HP 250 G8,HP,256,SSD,8,15.6,Core i5-1035G1 1.0 ГГц,367700.0
 Dell Precision 7510,Dell,1000,SSD,16,15.0,Core i7-6820HQ 2.7 ГГц,367900.0
 Dell Vostro 5471,Dell,256,HDD+SSD,8,14.0,Core i5 8250U 1.6 ГГц,367900.0
 Asus Vivobook 15X X1503ZA-L1491W,Asus,512,SSD,8,15.6,Core i3-1220P 1.1 ГГц,368730.0
 Asus ExpertBook B1 B1400CEAE-EB6271W,Asus,256,SSD,8,14.0,Core i3-1115G4 3.0 ГГц,369050.0
 Asus ExpertBook B1 B1500CBA,Asus,256,SSD,8,15.6,Core i3-1215U 1.2 ГГц,369492.0
 Lenovo ThinkPad E15 Gen 4,Lenovo,256,SSD,8,15.6,Core i3-1215U 1.2 ГГц,369600.0
 MSI Modern 15 B13M-693XKZ,MSI,512,SSD,16,15.6,Core i5-1335U 1.3 ГГц,370090.0
 HP 15-db1274ur,HP,512,SSD,8,15.6,Ryzen 5 3500U 2100 МГц,371000.0
 Dell Latitude 3510,Dell,256,SSD,8,15.6,Core i3 10110U 2.1 ГГц,371300.0
 Lenovo IdeaPad L3 15ITL6,Lenovo,512,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,371700.0
 Lenovo IdeaPad 3 15IAU7,Lenovo,256,SSD,8,15.6,Core i5-1235U 3.3 ГГц,372700.0
 Lenovo 82RK00J5RK,Lenovo,256,SSD,8,15.6,Core i3 1235U,372800.0
 Asus ExpertBook B1 B1502CVA-BQ0345,Asus,512,SSD,16,15.6,Core i5-1335U 1.3 ГГц,373188.0
 Lenovo IdeaPad 3 15ADA05 Ryzen 5 3500U,Lenovo,256,SSD,8,15.6,Ryzen 5 3500U (4x2100 МГц),373700.0
 HP 15-eh0010ur,HP,256,SSD,8,15.6,Ryzen 5 4500U 2300 МГц,373700.0
 Lenovo ThinkBook 15 Gen 3,Lenovo,256,SSD,8,15.6,Ryzen 5-5500U 2.1 ГГц,373750.0
 Dell Precision M4800,Dell,1000,HDD+SSD,32,15.0,"Core i7 4810MQ - 2,8 ГГц",373900.0
 Dell Vostro 3400,Dell,256,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,374300.0
 Lenovo V14 Gen 2,Lenovo,256,SSD,8,14.0,Core i3-1115G4 3.0 ГГц,375700.0
 HP ZBook Studio G4,HP,512,SSD,32,15.6,Core i7-7820HQ 2.9 ГГц,375900.0
 Lenovo V15 G2 ITL,Lenovo,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,376000.0
 Dell Vostro 3515 3450U,Dell,256,SSD,8,15.6,Ryzen 5 3450U,376300.0
 Lenovo 20VE0094RU (3Y),Lenovo,512,SSD,8,15.6,Core i3 1115G4,376900.0
 Dell Vostro 3520,Dell,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,377930.0
 Dell Vostro 3500,Dell,1024,HDD,4,15.6,Core i5-1135G7 2.4 ГГц,378800.0
  Lenovo IP L340-15API  SSD256Gb,Lenovo,256,SSD,4,15.6,Ryzen 5 3500U,378800.0
 Lenovo IP L340-15API,Lenovo,1000,HDD+SSD,8,15.6,Ryzen 3 3200U,378900.0
 HP 14S-DQ2006UR,HP,512,SSD,8,14.0,Core i3-1115G4 3.0 ГГц,380100.0
 Lenovo IdeaPad L340-15API Ryzen 5 3500U 8 GB,Lenovo,256,SSD,8,15.6,Ryzen 5 3500U 2100 МГц,380100.0
 Lenovo IdeaPad Pro 16ACH6,Lenovo,512,SSD,16,16.0,Ryzen 5-5600H 3.3 ГГц,381080.0
 HP Pavilion 14-dv0094ur,HP,512,SSD,8,14.0,Core i3-1125G4 2.0 ГГц,381500.0
 Dell Vostro 3500,Dell,256,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,382091.0
 Dell Vostro 3510,Dell,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,382207.0
 HP 250 G8,HP,256,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,382600.0
 Dell Vostro 3510,Dell,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,382915.0
 Lenovo ThinkBook 15 Gen 4,Lenovo,512,SSD,8,15.6,Core i5-1235U 0.9 ГГц,383750.0
 Lenovo IdeaPad 3 Gen 7,Lenovo,512,SSD,16,15.6,Ryzen 7-5825U 2.0 ГГц,385024.0
 HP ProBook 440 G8 UMA,HP,256,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,385300.0
 Asus Vivobook Pro 15 M6500QH-HN075,Asus,512,SSD,8,15.6,Ryzen 5-5600H 3.3 ГГц,385830.0
 Lenovo ThinkPad P52,Lenovo,512,SSD,8,15.6,Core i7-8850H 2.6 ГГц,385900.0
 Dell Vostro 3500,Dell,256,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,385946.0
 Lenovo 82TT0041RU,Lenovo,1024,HDD+SSD,16,15.6,Core i3 1235U,386400.0
 Lenovo ThinkPad E15 Gen 4,Lenovo,256,SSD,8,15.6,Ryzen 5-5625U 2.3 ГГц,386813.0
 HP ProBook 440 G9 ,HP,256,SSD,8,14.0,Core i5-1235U 1.3 ГГц,387000.0
 Lenovo ThinkBook 15-IIL,Lenovo,256,SSD,8,15.6,Core i3-1005G1 1.2 ГГц,387600.0
 MSI 9S7-14DL24-200,MSI,256,SSD,8,14.0,5500U,387800.0
 HP 255 G7,HP,512,SSD,8,15.6,Ryzen 5 3500U 2100 МГц,388000.0
 Asus ExpertBook L1 L1500CDA,Asus,256,SSD,8,15.6,Ryzen 3-3250U 2.6 ГГц,388811.0
 HP ProBook 440 G9,HP,256,SSD,8,14.0,Core i3-1215U 1.2 ГГц,389454.0
