laptop_name,brand_name,hard_disc_size,disc-tech,RAM,screen_size,CPU,price_in_₸
 Dell Vostro 3515,Dell,256,SSD,8,15.6,Ryzen 3-3250U 2.6 ГГц,391200.0
 Lenovo Flex 5 14IIL05,Lenovo,256,SSD,4,14.0,Core i3 1005G1,392000.0
 Lenovo V15 G2 ALC,Lenovo,512,SSD,8,15.6,Ryzen 5-5500U 2.1 ГГц,392300.0
 HP Europe 240 G8 ,HP,256,SSD,8,14.0,Core i3-1115G4 1.7 ГГц,393200.0
 Asus VivoBook 15X K3504VA-MA221,Asus,512,SSD,16,15.6,Core i5-1340P 1.9 ГГц,393730.0
 HP 250 G7,HP,256,SSD,8,15.6,Core i3-1005G1 1.2 ГГц,395900.0
 Dell Vostro 3510,Dell,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,396700.0
 Asus ExpertBook B1 B1502CBA-BQ0393X,Asus,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,397272.0
 Asus ExpertBook B1 B1402CBA-EB0564X,Asus,512,SSD,8,14.0,Core i5-1235U 1.3 ГГц,397272.0
 Lenovo ThinkBook 15 G3 ACL,Lenovo,512,SSD,16,15.6,Ryzen 5-5500U 2.1 ГГц,397500.0
 Lenovo ThinkBook 14 Gen 4,Lenovo,256,SSD,8,14.0,Ryzen 5-5625U 2.3 ГГц,398750.0
 HP Pavilion Gaming 17-cd2043ur,HP,512,SSD,8,17.3,Core i5-11300H 3.1 ГГц,398990.0
 HP ProBook 450 G9,HP,256,SSD,8,15.6,Core i5-1235U 1.3 ГГц,398990.0
 HP 15s-eq2104ur,HP,512,SSD,8,15.6,Ryzen 7-5700U 1.8 ГГц,399100.0
 Lenovo Yoga Pro 7 14ARP8,Lenovo,512,SSD,16,14.5,Ryzen 5-7535HS 3.3 ГГц,400138.0
 Dell Vostro 3510,Dell,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,401379.0
 Lenovo IdeaPad 3 15IAU7,Lenovo,512,SSD,8,15.6,Core i5-1235U 3.3 ГГц,401400.0
 Dell Vostro 3510,Dell,512,SSD,16,15.6,Core i5-1135G7 2.4 ГГц,401918.0
 Dell Vostro 3515,Dell,256,SSD,8,15.6,Ryzen 5-3450U 2.1 ГГц,402000.0
 Asus ExpertBook B1 B1400CEAE-EB4024X,Asus,512,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,403619.0
 HP Europe ProBook 430 G8,HP,512,SSD,8,13.3,Core i5-1135G7 2.4 ГГц,403900.0
 Dell Vostro 3510,Dell,256,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,405930.0
 Dell Inspiron 5488,Dell,1000,HDD,8,14.0,Core i5 8265U 1.6 ГГц,406900.0
 HP Probook 430 G8 ,HP,512,SSD,8,13.3,Core i5-1135G7 2.4 ГГц,407138.0
 HP 250 G8,HP,256,SSD,8,15.6,Core i5-1035G1 1.0 ГГц,407400.0
 HP Laptop PC 15-da3021ur,HP,256,SSD,8,15.6,Core i5 1035G1 1 ГГц,407600.0
 Dell Vostro 3510,Dell,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,407846.0
 Dell Vostro 3515,Dell,256,SSD,8,15.6,Ryzen 3-3250U 2.6 ГГц,408800.0
 Dell Precision 3520,Dell,512,SSD,16,15.0,Core i7-7820HQ 2.9 ГГц,408900.0
 Dell Latitude 3510,Dell,1000,HDD,8,15.6,Core i5-10210U 1.6 ГГц,408900.0
 Lenovo ThinkBook 15 G2 Are,Lenovo,256,SSD,4,15.6,Ryzen 5-4500U 2.3 ГГц,408900.0
 HP ProBook 450 G9,HP,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,409100.0
 Asus VivoBook Pro 14 M3401QA,Asus,512,SSD,8,14.0,Ryzen 5-5600H 3.3 ГГц,409628.0
 Lenovo IdeaPad 3 17ITL6,Lenovo,256,SSD,8,17.3,Core i3-1115G4 3.0 ГГц,410000.0
 HP ZBook 15 G5,HP,1024,SSD,32,15.6,Intel® Core™ i7-8850H 2.6 GHz,410900.0
 Lenovo ThinkBook 14 Gen 4,Lenovo,512,SSD,8,14.0,Ryzen 5-5625U 2.3 ГГц,411250.0
 HP 240 G8,HP,256,SSD,8,14.0,Core i5-1035G1 1.0 ГГц,412900.0
 Asus Vivobook 15X X1503ZA-L1147W,Asus,512,SSD,8,15.6,Core i5-12500H 2.5 ГГц,413071.0
 Lenovo ThinkBook 15 G2 ITL,Lenovo,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,413280.0
 HP ProBook 440 G8,HP,256,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,413500.0
 Lenovo IdeaPad Gaming 3 15ARH7,Lenovo,512,SSD,8,15.6,Ryzen 5-6600H 3.3 ГГц,413966.0
 HP Pavilion Gaming 17-cd2081ur,HP,512,SSD,8,17.3,Core i5-11300H 3.1 ГГц,414740.0
 Lenovo ThinkBook 15 G4,Lenovo,256,SSD,8,15.6,Core i3-1215U 1.2 ГГц,415000.0
 HP 255 G8,HP,256,SSD,8,15.6,Ryzen 5-3500U 2.1 ГГц,415400.0
 HP 255 G8,HP,256,SSD,8,15.6,Ryzen 5 5500U 2.1 ГГц,415700.0
 Lenovo ThinkBook 15 Gen 4,Lenovo,256,SSD,8,15.6,Ryzen 5-5625U 2.3 ГГц,416666.0
 Dell Vostro 3510,Dell,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,416718.0
 Dell Vostro 3420,Dell,256,SSD,8,14.0,Core i3-1215U 1.2 ГГц,416931.0
 HP ProBook 440 G9,HP,256,SSD,8,14.0,Core i5-1235U 4.4 ГГц,417100.0
 HP 17-cp1016ci,HP,512,SSD,16,17.3,Ryzen 5-5625U 2.3 ГГц,417900.0
 Lenovo ThinkPad W541,Lenovo,256,SSD,16,15.0,Core i7-4600M - 2.9 ГГц,417900.0
 Dell Vostro 5501,Dell,256,SSD,4,15.6,Core i5-1035G1 1.0 ГГц,418000.0
 HP 255 G8,HP,256,SSD,8,15.6,Ryzen 5-5500U 2.1 ГГц,418300.0
 HP ProBook 445 G8,HP,256,SSD,8,14.0,Ryzen 3-5400U 2.6 ГГц,418688.0
 HP ProBook 450 G8,HP,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,418800.0
 Dell Latitude 3520,Dell,256,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,419300.0
 Lenovo ThinkBook 15 Gen 2 ITL,Lenovo,256,SSD,8,15.6,Core i3-1115G4,419440.0
 HP Victus 15-fb1003ci,HP,512,SSD,16,15.6,Ryzen 5-7535HS 3.3 ГГц,419990.0
 HP 250 G9,HP,256,SSD,8,15.6,Core i5-1235U 1.3 ГГц,419990.0
 HP Victus 15-fa0065ci,HP,512,SSD,16,15.6,Core i5-12450H 2.0 ГГц,419990.0
 HP ProBook 450 G9,HP,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,419990.0
 HP ZBook 14u G5,HP,512,SSD,16,14.0,Core i7-8650U 1.9 ГГц,420900.0
 Dell Vostro 3400,Dell,256,SSD,8,14.0,Core i5 1135G7,421300.0
 Lenovo V17 IIL,Lenovo,256,SSD,8,17.3,Core i3-1005G1 1.2 ГГц,421300.0
 Lenovo ThinkBook 15 G3 ACL,Lenovo,256,SSD,8,15.6,Ryzen 3-5300U 2.6 ГГц,421900.0
 HP 15-da3021ur,HP,256,SSD,8,15.6,Core i5-1035G1 1000 МГц,421900.0
 HP ProBook 440 G9 ,HP,256,SSD,8,14.0,Core i3-1215U 1.2 ГГц,422400.0
 Dell Vostro 3501,Dell,256,SSD,8,15.6,Core i3 1005G1 1.2 ГГц,423300.0
 Dell Vostro 3510,Dell,512,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,423660.0
 HP ProBook 440 G8,HP,256,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,424500.0
 HP ProBook 455 G8,HP,512,SSD,8,15.6,Ryzen 5-5600U 2.3 ГГц,424600.0
 Asus Vivobook 17X K3704VA,Asus,512,SSD,8,17.3,Core i5-13500H 2.6 ГГц,424998.0
 Lenovo IPL3 15IML05 ,Lenovo,256,SSD,8,15.6,Core i3 10110U,425500.0
 Dell Inspiron 5584 GeForce MX130,Dell,1000,HDD,4,15.6,Intel Core i5 8265U 1.6 ГГц,426000.0
 Lenovo 82TT001TRU,Lenovo,512,SSD,8,15.6,Intel Core i7-1255U,426400.0
 Asus Vivobook Pro 16 K6602HC,Asus,512,SSD,16,16.0,Core i5-11400H 2.7 ГГц,427882.0
 HP ProBook 450 G8,HP,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,428400.0
 HP ProBook 440 G8,HP,512,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,428900.0
 MSI Modern 14 B4MW-236XKZ,MSI,512,SSD,8,14.0,AMD Ryzen 5 4500U,429800.0
 HP ProBook 455 G9,HP,512,SSD,8,15.6,Ryzen 5-5625U 2.3 ГГц,430193.0
 Lenovo ThinkPad L15 Gen 3,Lenovo,512,SSD,8,15.6,Ryzen 5 Pro-5675U 2.3 ГГц,430500.0
 Lenovo ThinkBook 15 G4,Lenovo,512,SSD,8,15.6,Ryzen 5-5625U 2.3 ГГц,430555.0
 HP 250 G8,HP,256,SSD,8,15.6,Core i3-1005G1 1.0 ГГц,430700.0
 Dell Vostro 3400,Dell,256,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,431100.0
 lenovo IdeaPad 3 15ARE05,Lenovo,256,SSD,8,15.6,Ryzen 5-4500U 2.3 ГГц,431100.0
 Dell Vostro 3500,Dell,256,SSD,8,15.6,Core i5 1135G7 2.4 ГГц,431100.0
 Dell Vostro 3500,Dell,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,431300.0
 HP 250 G8,HP,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,431700.0
 Asus ExpertBook B1 B1500CEAE,Asus,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,431794.0
 Lenovo IdeaPad 3 17ADA05,Lenovo,512,SSD,8,17.3,Ryzen 5-3500U 2.1 ГГц,432200.0
 Dell Vostro 3510,Dell,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,432551.0
 HP Zbook 15 G3,HP,512,SSD,32,15.0,"Core i7-6700HQ - 2,7 ГГц",432900.0
 HP 250 G9,HP,512,SSD,8,15.6,Core i7-1255U 1.7 ГГц,433125.0
 HP 15-db1209ur,HP,512,SSD,8,15.6,Ryzen 7 3700U 2300 МГц,433800.0
 MSI Modern 15 H B13M-041XKZ,MSI,512,SSD,16,15.6,Core i7-13700H 2.4 ГГц,435404.0
 HP Pavilion Gaming 17-cd2080ur,HP,512,SSD,8,17.3,Core i5-11300H 3.1 ГГц,435740.0
 Lenovo 82KB003MRU,Lenovo,256,SSD,8,15.6,Core i5-1135G7,435800.0
 Lenovo ThinkBook 16 Gen 6,Lenovo,256,SSD,8,16.0,Core i3-1315U 1.2 ГГц,436000.0
 HP ProBook 440 G9,HP,256,SSD,8,14.0,Core i3-1215U 1.2 ГГц,436013.0
 Lenovo ThinkPad E15 Gen 2,Lenovo,256,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,436240.0
 Dell 210-AXUD N3006VN3500EMEA01_2105_UBU,Dell,512,SSD,8,15.6,Core i5 1135G7,436600.0
 HP ProBook 450 G9,HP,256,SSD,8,15.6,Core i5-1235U 1.3 ГГц,436900.0
 HP ProBook 455 G9,HP,512,SSD,8,15.6,Ryzen 7-5825U 2.0 ГГц,437100.0
 Lenovo ThinkBook 15 Gen 2 ITL,Lenovo,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,437499.0
 HP ProBook 445 G8,HP,256,SSD,8,14.0,Ryzen 5-5600U 2.3 ГГц,437700.0
 HP ProBook 455 G8,HP,256,SSD,8,15.6,Ryzen 5-5600U 2.3 ГГц,437700.0
 Lenovo IdeaPad 3 15ITL6,Lenovo,512,SSD,8,15.6,Core i7-1165G7 2.8 ГГц,438000.0
 Lenovo ThinkBook 15 Gen 4,Lenovo,512,SSD,16,15.6,Core i5-1235U 1.3 ГГц,438300.0
 Lenovo IdeaPad 3 15ITL6,Lenovo,512,SSD,8,15.6,Core i7-1165G7 2.8 ГГц,438500.0
 HP ProBook 440 G10,HP,512,SSD,16,14.0,Core i5-1335U 1.3 ГГц,438900.0
 HP 250 G8,HP,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,438900.0
 Lenovo IdeaPad Gaming 3,Lenovo,512,SSD,8,16.0,Core i5-12450H 2.0 ГГц,439116.0
 Dell Vostro 5402,Dell,256,SSD,8,14.0,Core i5-1135G7 4.2 ГГц,439900.0
 Lenovo IdeaPad 5 Pro Gen 6,Lenovo,512,SSD,16,14.0,Core i5-1135G7 2.4 ГГц,441400.0
 Dell Vostro 3510,Dell,512,SSD,16,15.6,Core i5-1135G7 2.4 ГГц,442513.0
 Lenovo Yoga Pro 7 14IRH8,Lenovo,512,SSD,16,14.5,Core i5-13500H 2.6 ГГц,444635.0
 HP ProBook 450 G5,HP,500,HDD,4,15.6,Core i3 7100U 2.4 ГГц,445200.0
 Apple MacBook Pro 13.3,Apple,500,SSD,16,13.3,Core i7-67 00HQ2.6 ГГц,445900.0
 HP ProBook 445 G9,HP,512,SSD,8,14.0,Ryzen 5-5625U 2.3 ГГц,446100.0
 Lenovo IP 5 14ARE05,Lenovo,512,SSD,8,14.0,Ryzen 7 4700U,446200.0
 Asus ExpertBook B1 B1502CVA-BQ0347,Asus,512,SSD,16,15.6,Core i7-1355U 1.8 ГГц,447306.0
 Dell 210-AXUD N3004VN3500EMEA01_2105_UBU,Dell,256,SSD,8,15.6,Core i5 1135G7,448100.0
 HP EliteBook 650 G9,HP,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,448200.0
 Lenovo ThinkBook 15 G4,Lenovo,256,SSD,8,15.6,Core i5-1235U 1.3 ГГц,448763.0
 Dell Vostro 3510,Dell,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,449277.0
 Dell Vostro 3500,Dell,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,449500.0
 Dell Vostro 3520,Dell,512,SSD,16,15.6,Core i7-1255U 1.7 ГГц,449830.0
 Asus ExpertBook B1 B1500CBA-BQ1339X,Asus,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,450216.0
 HP ProBook 440 G9,HP,512,SSD,8,14.0,Core i5-1235U 4.4 ГГц,450400.0
 HP 255 G10,HP,512,SSD,16,15.6,Ryzen 5-7530U 2.0 ГГц,450450.0
 HP ProBook 440 G9,HP,512,SSD,16,14.0,Core i5-1240P 1.7 ГГц,450450.0
 HP Europe ProBook 640 G8,HP,256,SSD,8,14.0,Core i3-1115G4 3.0 ГГц,451500.0
 MSI GF63 Thin 11UC,MSI,512,SSD,8,15.6,Core i5-11400H 2.7 ГГц,451756.0
 MSI GF63 Thin 11UC-1027XKZ,MSI,512,SSD,8,15.6,Core i5-11400H 2.2 ГГц,451790.0
 Dell Latitude 3510,Dell,256,SSD,8,15.6,Core i3-10110U 2.1 ГГц,452000.0
 HP 250 G8,HP,1000,HDD,8,15.6,Core i7-1065G7 1.3 ГГц,452000.0
 HP ProBook 450 G9,HP,256,SSD,8,15.6,Core i5-1235U 1.3 ГГц,452356.0
 Asus ExpertBook B1 B1502CVA-BQ0344X,Asus,512,SSD,8,15.6,Core i5-1335U 1.3 ГГц,452605.0
 Asus ExpertBook B1 B1402CVA-EB0423X,Asus,512,SSD,8,14.0,Core i5-1335U 1.3 ГГц,452605.0
 HP 250 G10,HP,512,SSD,16,15.6,Core i5-1335U 1.3 ГГц,453338.0
 HP ProBook 450 G9,HP,256,SSD,8,15.6,Core i5-1235U 1.3 ГГц,453967.0
 Dell Latitude 3540 ,Dell,256,SSD,8,15.6,Core i3 1315U 1.2GHz,454349.0
 Lenovo ThinkBook 15 G3 ACL,Lenovo,1024,HDD+SSD,8,15.6,Ryzen 5-5500U 2.1 ГГц,455300.0
 HP ProBook 440 G8,HP,256,SSD,8,14.0,Core i3-1115G4 3.0 ГГц,455600.0
 Dell Latitude 3510 210-AVLN N007L351015EMEA,Dell,1000,HDD,8,15.6,Core i5-10210U,457300.0
 Lenovo IdeaPad 5 14IIL05,Lenovo,512,SSD,8,14.0,Core i5 1035G1 1 ГГц,457300.0
 HP ProBook 440 G8,HP,256,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,457500.0
 Asus Vivobook S 14 M3402RA-KM112,Asus,512,SSD,16,14.0,Ryzen 7-6800H 3.2 ГГц,458483.0
 MSI Modern 14 B5M-200XKZ,MSI,256,SSD,8,14.0,Ryzen 5-5500U 2.1 ГГц,458500.0
 HP ProBook 440 G9,HP,512,SSD,16,14.0,Core i5-1235U 1.3 ГГц,458600.0
 HP 250 G8,HP,256,SSD,8,15.6,Core i7-1165G7 2.8 ГГц,459113.0
 Lenovo Yoga Pro 7 14IRH8,Lenovo,512,SSD,16,14.5,Core i7-13700H 2.4 ГГц,459383.0
 Asus Vivobook S 16X M5602QA-KV124W,Asus,512,SSD,16,16.0,Ryzen 5-5600H 3.3 ГГц,460182.0
 Gigabyte 9RC14UD01MG60DRU000,Gigabyte,512,SSD,16,14.0,1195G7,460400.0
 Lenovo IdeaPad 3 Gaming,Lenovo,512,SSD,8,16.0,Ryzen 5-6600H 3.3 ГГц,461938.0
 Asus TUF Gaming F15 FX507ZC4,Asus,512,SSD,16,15.6,Core i5-12500H 2.5 ГГц,463478.0
 HP 250 G9,HP,512,SSD,16,15.6,Core i7-1260P 2.1 ГГц,464888.0
 Asus ExpertBook B5 B5302CBA,Asus,512,SSD,8,13.3,Core i5-1235U 1.3 ГГц,465478.0
 Lenovo ThinkBook 14 G3 ACL,Lenovo,512,SSD,16,14.0,Ryzen 7-5700U 1.8 ГГц,466300.0
 HP ProBook 430 G8,HP,128,SSD,4,13.3,Core i3-1115G4 3.0 ГГц,466400.0
 Asus Vivobook S 14 M3402RA-KM117,Asus,1024,SSD,16,14.0,Ryzen 7-6800H 3.2 ГГц,466708.0
 HP ProBook 450 G9,HP,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,466763.0
 HP ProBook 440 G9,HP,256,SSD,8,14.0,Core i5-1235U 4.4 ГГц,466763.0
 Lenovo ThinkPad E15G4,Lenovo,256,SSD,8,15.6,Core i3-1215U 1.2 ГГц,466800.0
 HP ProBook 450 G9,HP,256,SSD,8,15.6,Core i3-1215U 1.2 ГГц,467240.0
 Asus VivoBook Pro K3400PA,Asus,256,SSD,8,14.0,Core i5-11300H 3.1 ГГц,467476.0
 HP Europe ProBook 455 G8,HP,512,SSD,8,15.6,Ryzen 5-5600U 2.6 ГГц,467600.0
 Lenovo ThinkBook 15 G2 ITL,Lenovo,256,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,468000.0
 HP ProBook 430 G8,HP,512,SSD,8,13.3,Core i7-1165G7 2.8 ГГц,468100.0
 Dell Vostro 3515,Dell,256,SSD,8,15.6,Ryzen 5-3450U 2.1 ГГц,468700.0
 HP Pavilion Laptop 15-eg2020ci,HP,512,SSD,16,15.6,Core i5-1235U 1.3 ГГц,469300.0
 Asus ExpertBook B1 B1502CVA-BQ0346X,Asus,512,SSD,16,15.6,Core i5-1335U 1.3 ГГц,469345.0
 Asus ExpertBook B1 B1502CBA-BQ0395X,Asus,512,SSD,16,15.6,Core i7-1255U 1.7 ГГц,469345.0
 Asus ExpertBook B1 B1402CVA-EB0425X,Asus,512,SSD,16,14.0,Core i5-1335U 1.3 ГГц,469345.0
 MSI Katana GF76 11UC,MSI,512,SSD,16,17.3,Core i5-11400H 2.7 ГГц,469789.0
 Asus Vivobook Pro 14 K3400PA-KM013T,Asus,512,SSD,8,14.0,Core i5-11300H 3.1 ГГц,470160.0
 Dell Vostro 3500,Dell,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,470200.0
 Lenovo ThinkBook 15 G2 Are,Lenovo,1024,HDD,8,15.6,Ryzen 5 4500U 4 ГГц,470200.0
 Lenovo Flex 5 14ARE05,Lenovo,256,SSD,8,14.0,Ryzen 5 4500U,470300.0
 HP Pavilion 14-ec1030ci,HP,512,SSD,16,14.0,Ryzen 5-5625U 2.3 ГГц,471300.0
 Lenovo V15 G2 ITL,Lenovo,256,SSD,4,15.6,Core i5-1135G7 2.4 ГГц,472100.0
 HP Europe 250 G8,HP,256,SSD,8,15.6,Core i7-1065G7 1.3 ГГц,472400.0
 Dell Vostro 5515,Dell,512,SSD,8,15.6,Ryzen 5-5500U 2.1 ГГц,472900.0
 HP 250 G8,HP,512,SSD,16,15.6,Core i5-1135G7 2.4 ГГц,474300.0
 HP ProBook 430 G8,HP,256,SSD,8,13.3,Core i3-1115G4 3.0 ГГц,474400.0
 Lenovo IdeaPad 3 16IAH7,Lenovo,512,SSD,8,16.0,Core i5-12450H 2.0 ГГц,474750.0
 Lenovo ThinkPad E15 Gen 4,Lenovo,512,SSD,8,15.6,Ryzen 5 5625U 2.3 ГГц,474925.0
 Dell Vostro 3520,Dell,512,SSD,16,15.6,Core i5-1235U 1.3 ГГц,476167.0
  Lenovo ThinkPad E14-IML ,Lenovo,256,SSD,8,14.0,"Core i3-10110U - 2,1 ГГц",476900.0
 Dell Vostro 3520,Dell,512,SSD,8,15.6,Core i7-1255U 1.7 ГГц,476930.0
 Dell Vostro 3510,Dell,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,478130.0
 Huawei MateBook D14,Huawei,512,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,478200.0
 Lenovo ThinkBook 15 Gen 2,Lenovo,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,479500.0
 Lenovo IdeaPad 3 15ITL6,Lenovo,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,479500.0
 HP ProBook 445 G9,HP,256,SSD,8,14.0,Ryzen 7-5825U 2.0 ГГц,479914.0
 HP EliteBook 650 G9,HP,512,SSD,8,15.6,Core i3-1215U 1.2 ГГц,480128.0
 Lenovo ThinkBook 15 G3 ACL,Lenovo,512,SSD,16,15.6,Ryzen 7-5700U 1.8 ГГц,481800.0
 HP Victus Gaming Laptop 15-fa0015ci,HP,512,SSD,8,15.6,Core i5-12500H 2.5 ГГц,482100.0
 Dell Vostro 3515,Dell,512,SSD,8,15.6,Ryzen 5-3450U 2.1 ГГц,482100.0
 Gigabyte U4 UD-50RU823SD,Gigabyte,512,SSD,16,14.0,Core i5-1155G7,482800.0
 Dell Inspiron 5379,Dell,512,SSD,16,13.0,"Core i7-8550U - 1,8 ГГц",482900.0
 Acer Nitro 5 AN515-57,Acer,1024,SSD,16,15.6,Core i7-11800H 2.3 ГГц,482998.0
 HP ProBook 440 G8,HP,512,SSD,8,14.0,Core i7-1165G7 2.8 ГГц,483100.0
 HP ProBook 430 G8,HP,512,SSD,8,13.3,Core i5-1135G7 2.4 ГГц,483400.0
 Lenovo IdeaPad 3 15IIL05,Lenovo,1000,HDD+SSD,8,15.6,Core i7-1065G7 1.3 ГГц,483500.0
 Dell Latitude 3510,Dell,256,SSD,8,15.6,Core i3-10110U 2.1 ГГц,483900.0
 HP ProBook 450 G8,HP,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,484200.0
 MSI Modern B11MOU-887XKZ,MSI,256,SSD,8,14.0,Core i5-1155G7 2.5 ГГц,484600.0
 MSI Modern 14 B4MW-235XKZ,MSI,512,SSD,8,14.0,AMD Ryzen 7 4700U,484800.0
 Lenovo ThinkBook 15 Gen 4,Lenovo,256,SSD,8,15.6,Core i5-1235U 0.9 ГГц,486110.0
 Dell Inspiron 5584 i5 8265U 1.6 ГГц,Dell,1000,HDD,4,15.6,Intel Core i5 8265U 1.6 ГГц,487300.0
 Dell Latitude 3420,Dell,256,SSD,8,14.0,Core i5-1145G7 2.6 ГГц,487900.0
 HP ProBook 440 G9,HP,256,SSD,8,14.0,Core i7-1255U 1.7 ГГц,487988.0
 Lenovo ThinkPad E16 Gen 1,Lenovo,512,SSD,8,16.0,Core i5-1335U 1.3 ГГц,488000.0
 HP ProBook 440 G9,HP,512,SSD,8,14.0,Core i7-1255U 1.7 ГГц,488890.0
 HP ProBook 450 G8,HP,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,488900.0
 HP Pavilion x360 15-er1010ci,HP,512,SSD,16,15.6,Core i5-1235U 1.3 ГГц,489185.0
 HP ProBook 450 G9,HP,512,SSD,8,15.6,Core i7-1255U 1.7 ГГц,489900.0
 HP ENVY 13-ba1040ur,HP,512,SSD,8,13.3,Core i5-1135G7 2.4 ГГц,490300.0
 HP Victus 15-fa0016ci,HP,512,SSD,8,15.6,Core i5-12500H 2.5 ГГц,490340.0
 HP 255 G10,HP,512,SSD,16,15.6,Ryzen 7-7730U 2.0 ГГц,490875.0
 HP Envy x360 13-ay1005ur,HP,512,SSD,8,13.3,Ryzen 5-5600U 2.3 ГГц,490900.0
 HP 470 G8,HP,512,SSD,8,17.3,Core i5-1135G7 2.4 ГГц,491200.0
 Dell Vostro 3420,Dell,256,SSD,8,14.0,Core i5-1235U 1.3 ГГц,491470.0
 Dell Inspiron 5405,Dell,512,SSD,8,14.0,Ryzen 5-4500U 2.3 ГГц,492500.0
 Asus Vivobook S K3502ZA,Asus,512,SSD,8,15.6,Core i5-12500H 2.5 ГГц,493380.0
 HP ProBook 440 G9 ,HP,256,SSD,8,14.0,Core i5-1235U 1.3 ГГц,493400.0
 Dell Vostro 3510,Dell,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,493800.0
 Lenovo ThinkBook 14 Gen 6,Lenovo,256,SSD,8,14.0,Core i3-1315U 1.2 ГГц,494063.0
 HP ProBook 455 G9,HP,256,SSD,8,15.6,Ryzen 7-5825U 2.0 ГГц,494337.0
 Lenovo ThinkBook 16 Gen 6,Lenovo,256,SSD,8,16.0,Core i3-1315U 1.2 ГГц,494625.0
 HP ProBook 450 G8,HP,512,SSD,8,15.6,Core i7-1165G7 2.8 ГГц,494900.0
 HP ProBook 450 G8,HP,256,SSD,8,15.6,Core i5-1135G7 2.4 ГUц,495900.0
 HP ProBook 450 G9,HP,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,496300.0
 Dell Latitude 3440,Dell,256,SSD,8,14.0,Core i3-1315U 1.2 ГГц,496392.0
 Dell Inspiron 5378,Dell,256,SSD,8,13.3,Core i7-7500U 2.7 ГГц,496500.0
 HP ProBook 450 G9,HP,512,SSD,8,15.6,Core i7-1255U 1.2 ГГц,496650.0
 Dell Vostro 5510,Dell,256,SSD,8,15.6,Core i5-11320H 3.2 ГГц,496900.0
 HP Envy 13-ba1046ur,HP,512,SSD,8,13.3,Core-i5-1135G7 2.4 ГГц,498000.0
 Lenovo ThinkBook 16 Gen 6,Lenovo,256,SSD,8,16.0,Core i5-1335U 1.3 ГГц,498463.0
 Lenovo ThinkBook 14 Gen 6,Lenovo,256,SSD,8,14.0,Core i5-1335U 1.3 ГГц,499000.0
 HP Europe Probook 440 G9,HP,512,SSD,8,14.0,Core i5-1235U 1.3 ГГц,499200.0
 HP 250 G8,HP,512,SSD,16,15.6,Core i7-1165G7 2.3 ГГц,499300.0
 Lenovo 20YG005JRT,Lenovo,256,SSD,8,15.6,Ryzen 5 5500U,499900.0
 HP ProBook 450 G9,HP,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,500115.0
 Lenovo IdeaPad 15ACH6,Lenovo,512,SSD,8,15.6,Ryzen 5-5600H 3.3 ГГц,502900.0
 Lenovo LOQ 15IRH8,Lenovo,512,SSD,16,15.6,Core i5-12450H 2.0 ГГц,503748.0
 HP ProBook 450 G9,HP,256,SSD,8,15.6,Core i5-1235U 1.3 ГГц,503990.0
 Dell Latitude 3510,Dell,256,SSD,8,15.6,Core i3 -10110U 1.6 ГГц,504300.0
